Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,SubSession_ord,Wet
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HAM,Ferrari,Q1,91.69,5.0,24.186,27.43,40.074,5.0,SOFT,False,285.0,278.0,264.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ALO,Aston Martin,Q1,91.719,13.0,24.117,27.736,39.866,2.0,SOFT,True,282.0,276.0,271.0,326.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,OCO,Haas F1 Team,Q1,91.876,11.0,24.244,27.609,40.023,2.0,SOFT,True,285.0,279.0,272.0,327.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HUL,Kick Sauber,Q1,91.921,12.0,24.303,27.609,40.009,2.0,SOFT,True,285.0,279.0,269.0,333.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,STR,Aston Martin,Q1,91.923,14.0,24.267,27.617,40.039,2.0,SOFT,True,283.0,277.0,272.0,333.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,GAS,Alpine,Q1,91.992,16.0,24.128,27.601,40.263,2.0,SOFT,True,282.0,276.0,270.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,BEA,Haas F1 Team,Q1,92.018,17.0,24.427,27.599,39.992,2.0,SOFT,True,286.0,277.0,270.0,327.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,DOO,Alpine,Q1,92.092,18.0,24.407,27.655,40.03,2.0,SOFT,True,284.0,278.0,272.0,331.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,BOR,Kick Sauber,Q1,92.141,19.0,24.516,27.517,40.108,2.0,SOFT,True,285.0,278.0,263.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,LAW,Red Bull Racing,Q1,92.174,20.0,24.522,27.622,40.03,2.0,SOFT,True,285.0,275.0,270.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
